sample_id;Давление в E-301;Масса КГД из куба колонны;Вывод балансового избытка;520-540;K-301 Темп-ра в гор. зоне;Метан+этан из жидкости в Е-301;60-70;50-60;н-пентан;40-50
ПРОБА 101;1.12524677788334;206.352035968457;20.3479420445428;0.0599838330012333;201.356535809662;0.107271783542333;3.59503321466534;0.128034046501748;0.0;0.348863075347693
ПРОБА 102;1.58158641286515;225.496127647694;-0.095982444413302;0.0599838330012333;-271.15;0.181039668651207;3.59503321466534;0.128034046501748;0.0;0.348863075347693
ПРОБА 103;1.42985456944334;238.007134143256;0.0982646845614926;0.0599838330012333;158.875803654446;0.16864793842122;3.59503321466534;0.128034046501748;0.0;0.348863075347693
ПРОБА 102_dup2;2400.0;0.0;3.0;0.0599838330012333;160.0;0.0327950509149222;3.5268402993154795;0.128034046501748;1.0010887708160296;0.348863075347693
ПРОБА 103_dup2;2400.0;0.0;4.0;0.1055762737672501;160.0;0.191716991710876;3.651686122736976;0.128034046501748;4.503868189858239;0.348863075347693
ПРОБА 104;2400.0;0.1314051867098976;5.0;0.0599838330012333;160.0;0.0327950509149222;3.5;0.128034046501748;0.0;0.348863075347693
ПРОБА 105;2400.0;0.0004480183497132;6.0;0.0599838330012333;160.0;0.0327950509149222;3.5;0.1306574546135037;0.0;0.5937078666052246
ПРОБА 106;2400.0;3.3555884388170987e-06;7.0;1.1025174152646398;160.0;0.191716991710876;4.647971367567407;1.186018109516653;6.71;1.1276676273143431
ПРОБА 107;2400.0;16.2596820109446;8.0;0.4689103147462019;160.0;0.191716991710876;4.006487722190745;0.128034046501748;6.71;1.0237763643109248
ПРОБА 108;2400.0;0.0;9.0;0.2990479035263828;160.0;0.191716991710876;3.856072449012497;0.4353258810331057;6.71;0.3525730139863477
ПРОБА 109;2400.0;0.0;10.0;0.0599838330012333;160.0;0.0327950509149222;3.5172389055103865;0.128034046501748;0.5530959368656398;0.348863075347693
ПРОБА 110;2400.0;0.0;11.0;0.0599838330012333;160.0;0.0327950509149222;3.5;0.128034046501748;0.0;0.348863075347693
ПРОБА 111;2400.0;35.212117224604725;12.0;0.2738224971504069;160.0;0.191716991710876;3.779508897632637;0.128034046501748;6.71;0.9278929447386556
ПРОБА 112;2400.0;-2.1705391038010248e-10;13.0;0.0599838330012333;160.0;0.0327950509149222;3.5;0.1609557126360856;0.0;0.348863075347693
ПРОБА 113;2400.0;-2.1705391038010248e-10;14.0;0.1571651636664201;160.0;0.191716991710876;3.7161297264529938;0.128034046501748;5.035141889040444;0.348863075347693
ПРОБА 114;2400.0;-2.1705391038010248e-10;15.0;0.0599838330012333;160.0;0.0327950509149222;3.5;0.128034046501748;0.0;0.348863075347693
ПРОБА 115;2400.0;-2.1705391038010248e-10;16.0;0.1713452218834049;160.0;0.191716991710876;3.740772452547816;0.128034046501748;4.709853559240299;0.348863075347693
ПРОБА 116;2400.0;-2.1705391038010248e-10;17.0;0.1727383511945876;160.0;0.191716991710876;3.7319489255234175;1.000956328773252;4.743212917451556;0.348863075347693
ПРОБА 117;2400.0;-2.1705391038010248e-10;18.0;0.1646347861029157;160.0;0.191716991710876;3.694893119662931;0.128034046501748;4.79567750002381;0.63229245925692
ПРОБА 118;2400.0;-0.201926812421593;3.0;0.0599838330012333;163.0;0.0327950509149222;3.5;0.198619586878776;0.0;0.348863075347693
ПРОБА 119;2400.0;0.0;4.0;0.0599838330012333;163.0;0.0327950509149222;3.5;0.128034046501748;0.0;1.1670441215032796
ПРОБА 120;2400.0;0.0;5.0;0.1747161061320341;163.0;0.191716991710876;3.683344511649484;0.3099480375715547;4.418953670630737;0.348863075347693
ПРОБА 121;2400.0;0.0;6.0;0.1620788540850652;163.0;0.191716991710876;3.699249705458744;0.6682247827883813;5.183775237986001;0.5455057916868873
ПРОБА 122;2400.0;-0.0394385656574131;7.0;0.0599838330012333;163.0;0.0327950509149222;3.5;0.128034046501748;0.0;0.348863075347693
ПРОБА 123;2400.0;0.0;8.0;0.0599838330012333;163.0;0.0327950509149222;3.5;0.4044507767136571;0.0;0.348863075347693
